Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
753,39,Male,Scarf,Accessories,  ,Ohio,L,Yellow,Fall,4.2,Yes,  ,Yes,Yes,17,PayPal,Every 3 Months
754,47,Male,Boots,Footwear,54,Massachusetts,M,Teal,Fall,3.4,Yes,Store Pickup,Yes,Yes,27,  ,Quarterly
755,36,Male,Gloves,Accessories,41,North Carolina,L,Pink,Spring,2.9,Yes,Store Pickup,Yes,Yes,3,Debit Card,Quarterly
756,66,Male,Coat,  ,24,Florida,M,Violet,Spring,  ,Yes,Free Shipping,Yes,Yes,22,PayPal,Weekly
757,62,Male,Belt,Accessories,99,Montana,S,Orange,Summer,4.8,Yes,Standard,Yes,Yes,2,Cash,Fortnightly
758,41,Male,Hoodie,Clothing,32,Minnesota,M,Red,Fall,3.8,Yes,Store Pickup,Yes,Yes,18,Debit Card,Quarterly
759,66,Male,Shoes,Footwear,71,Massachusetts,L,Peach,Summer,4.6,Yes,  ,Yes,Yes,39,Bank Transfer,Every 3 Months
760,51,Male,Dress,Clothing,49,Rhode Island,XL,Green,Winter,2.6,Yes,Next Day Air,Yes,Yes,25,Credit Card,Fortnightly
761,33,Male,Gloves,Accessories,50,Minnesota,XL,Violet,Fall,3.4,Yes,Free Shipping,Yes,Yes,6,Cash, 
762,57,Male,Jewelry,Accessories,91,Nevada,L,Yellow,Fall,4.2,Yes,Express,Yes,Yes,26,Bank Transfer,Weekly
763,  ,Male,Belt,Accessories,46,New Mexico,M,Pink,Fall,3.9,Yes,Standard,Yes,Yes,3,Debit Card,Fortnightly
764,61,Male,Sweater,Clothing,50,North Carolina,M,Brown,Spring,2.9,Yes,  ,Yes,Yes,6,Credit Card,Monthly
765,  ,Male,Skirt,Clothing,39,Virginia,XL,Silver,Fall,4.2,Yes,Free Shipping,Yes,Yes,6,Debit Card,Quarterly
766,54,Male,Sneakers,Footwear,99,Alaska,M,Pink,Summer,3,Yes,Store Pickup,Yes,Yes,13,Cash,Quarterly
767,57,Male,Gloves,Accessories,48,Nevada,M,Cyan,Winter,3.6,Yes,Next Day Air,Yes,Yes,13,PayPal,Monthly
768,  ,Male,Coat,  ,77,Pennsylvania,M,Brown,Fall,2.5,Yes,Next Day Air,Yes,Yes,11,Cash, 
769,  ,Male,Backpack,Accessories,95,Illinois,XL,Red,Spring,2.6,Yes,Express,Yes,Yes,5,  ,Weekly
770,52,Male,Socks,Clothing,100,Delaware,M,Silver,Spring,4.3,Yes,Store Pickup,Yes,Yes,8,PayPal,Monthly
771,19,Male,Sneakers,Footwear,54,Vermont,M,  ,Spring,  ,Yes,Express,Yes,Yes,8,Credit Card, 
772,22,Male,Sweater,Clothing,68,Hawaii,L,Cyan,Fall,2.6,Yes,Next Day Air,Yes,Yes,3,Bank Transfer,Fortnightly
773,18,Male,  ,Clothing,22,Illinois,L,Teal,Fall,3.6,Yes,Free Shipping,Yes,Yes,0,Debit Card,Bi-Weekly
774,29,Male,Hat,Accessories,84,California,L,Indigo,Winter,2.6,Yes,Express,Yes,Yes,1,Debit Card,Bi-Weekly
775,42,Male,Hat,Accessories,46,Nevada,M,Yellow,Summer,3.5,Yes,Standard,Yes,Yes,11,Credit Card,Quarterly
776,49,Male,Handbag,Accessories,53,Kentucky,S,Gold,Winter,3,Yes,Store Pickup,Yes,Yes,8,PayPal,Monthly
777,49,Male,Shirt,Clothing,60,  ,M,Maroon,Spring,5,Yes,Standard,Yes,Yes,8,  ,Every 3 Months
778,  ,Male,Socks,Clothing,32,Wyoming,XL,Silver,Spring,2.5,Yes,Express,Yes,Yes,37,  ,Weekly
779,29,Male,Socks,Clothing,50,Massachusetts,M,Yellow,Summer,2.9,Yes,Store Pickup,Yes,Yes,23,Debit Card, 
780,60,Male,Dress,Clothing,94,Utah,M,Blue,Spring,4.6,Yes,Express,Yes,Yes,38,Cash, 
781,34,Male,Shoes,Footwear,26,New York,M,Turquoise,Spring,3.6,Yes,Free Shipping,Yes,Yes,38,Cash,Quarterly
782,  ,Male,Scarf,Accessories,44,Vermont,L,Indigo,Winter,3,Yes,Store Pickup,Yes,Yes,12,Credit Card,Fortnightly
783,28,Male,Hoodie,Clothing,57,Hawaii,M,Green,Summer,4.5,Yes,Standard,Yes,Yes,15,Cash,Weekly
784,63,Male,T-shirt,Clothing,65,Louisiana,L,Purple,Winter,4.5,Yes,Next Day Air,Yes,Yes,38,PayPal,Fortnightly
785,  ,Male,  ,Clothing,72,  ,M,Peach,Winter,3.2,Yes,Store Pickup,Yes,Yes,1,Bank Transfer,Every 3 Months
786,46,Male,Shorts,Clothing,62,Louisiana,S,Purple,Spring,4,Yes,Next Day Air,Yes,Yes,37,PayPal,Fortnightly
787,70,Male,Hat,Accessories,21,Indiana,S,Teal,Winter,4.8,Yes,Express,Yes,Yes,16,Bank Transfer,Every 3 Months
788,53,Male,Handbag,Accessories,  ,Michigan,S,Green,Spring,3.7,Yes,Free Shipping,Yes,Yes,25,  ,Weekly
789,50,Male,Pants,Clothing,  ,Rhode Island,XL,Yellow,Summer,3.8,Yes,Store Pickup,Yes,Yes,18,Bank Transfer,Quarterly
790,33,Male,Handbag,Accessories,84,Idaho,S,Purple,Fall,2.7,Yes,Standard,Yes,Yes,  ,Credit Card,Bi-Weekly
791,22,Male,Sweater,Clothing,37,Louisiana,M,Indigo,Summer,4.9,Yes,Store Pickup,Yes,Yes,12,Bank Transfer,Quarterly
792,50,Male,Scarf,Accessories,44,North Carolina,S,Magenta,Summer,  ,Yes,  ,Yes,Yes,35,PayPal,Fortnightly
793,34,Male,Sneakers,Footwear,45,New Jersey,M,Violet,Spring,4.2,Yes,Next Day Air,Yes,Yes,5,  ,Weekly
794,24,Male,Pants,Clothing,35,  ,L,Maroon,Summer,3.8,Yes,Free Shipping,Yes,Yes,16,Credit Card,Monthly
795,69,Male,Backpack,Accessories,50,Kentucky,XL,Yellow,Winter,4.2,Yes,Store Pickup,Yes,Yes,10,Debit Card,Fortnightly
796,39,Male,Sandals,Footwear,26,New York,M,Beige,Summer,4.6,Yes,Store Pickup,Yes,Yes,3,  , 
797,42,Male,Socks,Clothing,78,Arizona,XL,Black,Fall,4,Yes,  ,Yes,Yes,3,Credit Card, 
798,42,Male,Coat,  ,82,Maryland,M,Violet,Fall,4,Yes,  ,Yes,Yes,38,Debit Card,Weekly
799,29,Male,Socks,Clothing,39,Alaska,M,Violet,Spring,3.8,Yes,  ,Yes,Yes,8,PayPal,Every 3 Months
800,  ,Male,Belt,Accessories,55,Nevada,L,Brown,Summer,  ,Yes,Free Shipping,Yes,Yes,31,PayPal, 
801,32,Male,Socks,Clothing,  ,Utah,S,Gold,Summer,2.6,Yes,Free Shipping,Yes,Yes,20,Cash,Every 3 Months
802,25,Male,Belt,Accessories,29,New Mexico,L,Blue,Fall,4.9,Yes,Express,Yes,Yes,12,Credit Card,Fortnightly
803,38,Male,Pants,Clothing,41,Delaware,M,Teal,Winter,3.5,Yes,Next Day Air,Yes,Yes,2,Bank Transfer,Weekly
804,32,Male,Shorts,Clothing,  ,Connecticut,L,Silver,Winter,2.8,Yes,Express,Yes,Yes,30,  ,Every 3 Months
805,43,Male,Boots,Footwear,47,Mississippi,M,Maroon,Summer,2.6,Yes,Store Pickup,Yes,Yes,28,  ,Quarterly
806,41,Male,Dress,Clothing,30,Connecticut,L,  ,Summer,3.7,Yes,Next Day Air,Yes,Yes,0,Debit Card,Monthly
807,56,Male,  ,Clothing,  ,Florida,L,Charcoal,Summer,2.7,Yes,Standard,Yes,Yes,6,PayPal,Quarterly
808,  ,Male,T-shirt,Clothing,89,New York,S,Brown,Winter,  ,Yes,Express,Yes,Yes,15,Credit Card,Weekly
809,46,Male,Shoes,Footwear,96,Wisconsin,L,Lavender,Fall,4.6,Yes,Next Day Air,Yes,Yes,38,Cash,Every 3 Months
810,48,Male,Boots,Footwear,81,South Carolina,M,Violet,Fall,4.9,Yes,Next Day Air,Yes,Yes,30,PayPal,Bi-Weekly
811,52,Male,Scarf,Accessories,83,South Dakota,S,Lavender,Fall,4.9,Yes,Store Pickup,Yes,Yes,32,Debit Card,Bi-Weekly
812,18,Male,Sneakers,Footwear,35,Illinois,M,Green,Winter,2.7,Yes,Free Shipping,Yes,Yes,36,  ,Quarterly
813,  ,Male,Boots,Footwear,  ,Alaska,M,Olive,Summer,3.2,Yes,Standard,Yes,Yes,32,Credit Card,Weekly
814,54,Male,Handbag,Accessories,45,Montana,S,Olive,Summer,2.9,Yes,Store Pickup,Yes,Yes,1,Debit Card, 
815,  ,Male,Shirt,Clothing,62,Minnesota,M,Pink,Winter,3.8,Yes,Express,Yes,Yes,8,PayPal,Monthly
816,  ,Male,Hat,Accessories,84,West Virginia,L,Teal,Spring,3,Yes,Next Day Air,Yes,Yes,27,  ,Bi-Weekly
817,  ,Male,Sweater,Clothing,24,Illinois,L,Cyan,Summer,3.9,Yes,Store Pickup,Yes,Yes,2,Debit Card,Monthly
818,25,Male,Handbag,Accessories,21,Nevada,S,  ,Spring,4.7,Yes,Store Pickup,Yes,Yes,30,PayPal,Fortnightly
819,59,Male,Shirt,Clothing,91,Idaho,M,Peach,Winter,4.9,Yes,Store Pickup,Yes,Yes,3,Debit Card,Monthly
820,  ,Male,Sunglasses,Accessories,36,Colorado,S,Teal,Winter,4.8,Yes,Next Day Air,Yes,Yes,28,Debit Card,Quarterly
821,56,Male,Sneakers,Footwear,39,Louisiana,M,Turquoise,Spring,2.5,Yes,  ,Yes,Yes,27,Debit Card,Monthly
822,62,Male,Hoodie,Clothing,39,Vermont,M,Green,Spring,3.9,Yes,Standard,Yes,Yes,31,Credit Card,Bi-Weekly
823,35,Male,Shirt,Clothing,59,Mississippi,L,Magenta,Winter,3.4,Yes,Standard,Yes,Yes,23,Bank Transfer, 
824,51,Male,Sunglasses,Accessories,27,Georgia,M,Green,Winter,2.5,Yes,Free Shipping,Yes,Yes,11,Credit Card,Quarterly
825,61,Male,Blouse,Clothing,94,Georgia,M,  ,Spring,3,Yes,Store Pickup,Yes,Yes,8,Cash,Quarterly
826,  ,Male,Belt,Accessories,94,Nebraska,XL,Brown,Fall,3.6,Yes,Next Day Air,Yes,Yes,17,Cash,Monthly
827,54,Male,Dress,Clothing,94,Massachusetts,M,Purple,Winter,3.6,Yes,Standard,Yes,Yes,36,PayPal,Weekly
828,  ,Male,Shoes,Footwear,  ,Colorado,S,Green,Fall,4.1,Yes,Free Shipping,Yes,Yes,33,Bank Transfer,Fortnightly
829,24,Male,Socks,Clothing,62,Nevada,M,Peach,Fall,3.7,Yes,  ,Yes,Yes,27,PayPal,Bi-Weekly
830,42,Male,Socks,Clothing,57,Idaho,S,Silver,Spring,  ,Yes,  ,Yes,Yes,1,Credit Card,Fortnightly
831,41,Male,Shorts,Clothing,76,Wyoming,M,Maroon,Fall,4.2,Yes,Express,Yes,Yes,5,Credit Card, 
832,66,Male,Gloves,Accessories,63,Washington,M,Red,Summer,4.3,Yes,Express,Yes,Yes,7,Cash,Every 3 Months
833,58,Male,Jacket,  ,80,California,L,Blue,Fall,2.5,Yes,Express,Yes,Yes,28,Cash,Bi-Weekly
834,43,Male,Handbag,Accessories,68,Oklahoma,M,Purple,Fall,3.5,Yes,Standard,Yes,Yes,11,Credit Card, 
835,52,Male,Backpack,Accessories,89,Nevada,M,Indigo,Summer,  ,Yes,Free Shipping,Yes,Yes,18,Credit Card,Weekly
836,35,Male,Boots,Footwear,26,Maryland,L,Indigo,Summer,2.5,Yes,Next Day Air,Yes,Yes,21,Debit Card,Weekly
837,23,Male,Gloves,Accessories,90,West Virginia,L,Violet,Winter,3.9,Yes,Store Pickup,Yes,Yes,22,Cash,Bi-Weekly
838,25,Male,Hoodie,Clothing,28,Illinois,L,Brown,Spring,4.9,Yes,Express,Yes,Yes,33,Cash,Every 3 Months
839,33,Male,Coat,  ,29,Kentucky,M,  ,Spring,4.3,Yes,Express,Yes,Yes,9,Credit Card, 
840,48,Male,Shirt,Clothing,  ,Illinois,L,Teal,Spring,2.6,Yes,Free Shipping,Yes,Yes,10,Debit Card,Every 3 Months
841,42,Male,Shirt,Clothing,24,  ,L,Teal,Summer,4.2,Yes,  ,Yes,Yes,18,PayPal,Weekly
842,  ,Male,Sweater,Clothing,88,Texas,M,Beige,Summer,2.6,Yes,Store Pickup,Yes,Yes,28,PayPal,Fortnightly
843,59,Male,Shirt,Clothing,87,Missouri,M,Violet,Spring,3.6,Yes,Express,Yes,Yes,25,PayPal,Weekly
844,  ,Male,Hoodie,Clothing,80,Pennsylvania,S,Beige,Summer,3.2,Yes,Express,Yes,Yes,6,PayPal,Weekly
845,59,Male,Sandals,Footwear,48,Missouri,L,Purple,Winter,4.4,Yes,Express,Yes,Yes,    ,  ,Bi-Weekly
846,  ,Male,Belt,Accessories,21,Michigan,XL,Charcoal,Winter,3.7,Yes,Standard,Yes,Yes,30,  ,Monthly
847,49,Male,Boots,Footwear,72,Kentucky,M,Pink,Spring,3.7,Yes,Express,Yes,Yes,2,Debit Card,Quarterly
848,53,Male,Hoodie,Clothing,44,New Jersey,L,Blue,Fall,4.1,Yes,Standard,Yes,Yes,30,PayPal,Monthly
849,48,Male,Sandals,Footwear,73,Delaware,M,Lavender,Fall,3.6,Yes,Store Pickup,Yes,Yes,33,Credit Card,Bi-Weekly
850,23,Male,  ,Clothing,61,Missouri,S,Charcoal,Spring,4.3,Yes,Express,Yes,Yes,2,PayPal,Quarterly
851,68,Male,Shoes,Footwear,  ,Connecticut,L,Turquoise,Winter,2.6,Yes,Store Pickup,Yes,Yes,13,  ,Monthly
852,35,Male,Sandals,Footwear,86,Massachusetts,M,Red,Summer,2.9,Yes,Express,Yes,Yes,19,Debit Card,Monthly
853,34,Male,Dress,Clothing,60,Florida,L,Yellow,Spring,4.2,Yes,Next Day Air,Yes,Yes,23,Debit Card,Every 3 Months
854,62,Male,Hat,Accessories,43,Delaware,L,Orange,Winter,4,Yes,Free Shipping,Yes,Yes,35,Cash,Monthly
855,  ,Male,Pants,Clothing,44,California,L,Blue,Spring,4.3,Yes,Free Shipping,Yes,Yes,22,  ,Monthly
856,70,Male,Socks,Clothing,76,Oregon,L,Gold,Spring,3,Yes,  ,Yes,Yes,1,Credit Card,Quarterly
857,  ,Male,Shirt,Clothing,33,Alaska,M,Gold,Summer,3.5,Yes,Express,Yes,Yes,7,Debit Card,Fortnightly
858,43,Male,Shorts,Clothing,60,Missouri,L,Cyan,Fall,3,Yes,Standard,Yes,Yes,50,Debit Card,Every 3 Months
859,19,Male,Jacket,  ,26,Oklahoma,L,Olive,Fall,  ,Yes,Free Shipping,Yes,Yes,33,PayPal,Weekly
860,47,Male,Hoodie,Clothing,73,Wisconsin,M,Teal,Winter,4,Yes,Next Day Air,Yes,Yes,7,Debit Card,Monthly
861,  ,Male,Shoes,Footwear,87,South Carolina,M,Maroon,Spring,4.1,Yes,Standard,Yes,Yes,3,Cash,Monthly
862,46,Male,Skirt,Clothing,100,Virginia,XL,Green,Spring,  ,Yes,  ,Yes,Yes,35,Credit Card,Every 3 Months
863,19,Male,Coat,  ,84,Arkansas,M,Charcoal,Winter,4.9,Yes,Standard,Yes,Yes,13,PayPal,Fortnightly
864,49,Male,Sneakers,Footwear,41,Vermont,M,Cyan,Summer,3.9,Yes,Standard,Yes,Yes,2,PayPal,Fortnightly
865,51,Male,  ,Clothing,59,Kentucky,S,Charcoal,Winter,3.9,Yes,Next Day Air,Yes,Yes,5,PayPal, 
866,  ,Male,Blouse,Clothing,26,Colorado,L,Charcoal,Winter,4.8,Yes,Store Pickup,Yes,Yes,23,  , 
867,67,Male,Sunglasses,Accessories,69,New Mexico,M,Lavender,Summer,2.7,Yes,Free Shipping,Yes,Yes,11,PayPal,Bi-Weekly
868,37,Male,Jacket,  ,  ,Colorado,M,Turquoise,Spring,  ,Yes,Free Shipping,Yes,Yes,23,Bank Transfer,Fortnightly
869,40,Male,Dress,Clothing,83,North Carolina,M,Green,Summer,3.2,Yes,Next Day Air,Yes,Yes,2,Credit Card,Every 3 Months
870,38,Male,Hat,Accessories,54,New Hampshire,M,Silver,Spring,2.7,Yes,  ,Yes,Yes,33,PayPal,Weekly
871,66,Male,Hoodie,Clothing,66,West Virginia,M,Blue,Fall,2.5,Yes,Standard,Yes,Yes,6,Bank Transfer,Bi-Weekly
872,47,Male,Handbag,Accessories,42,Hawaii,M,Charcoal,Spring,2.6,Yes,Next Day Air,Yes,Yes,5,Debit Card,Quarterly
873,56,Male,  ,Clothing,33,North Dakota,M,Pink,Spring,2.9,Yes,Standard,Yes,Yes,25,Cash,Quarterly
874,51,Male,Boots,Footwear,77,Mississippi,M,Pink,Summer,4.2,Yes,Free Shipping,Yes,Yes,2,  ,Quarterly
875,25,Male,Jacket,  ,65,  ,M,Magenta,Fall,4.4,Yes,Free Shipping,Yes,Yes,10,  ,Every 3 Months
876,37,Male,Sandals,Footwear,39,North Dakota,L,  ,Summer,4.1,Yes,Free Shipping,Yes,Yes,7,Bank Transfer,Every 3 Months
877,41,Male,Belt,Accessories,  ,Nebraska,L,  ,Summer,3.8,Yes,  ,Yes,Yes,1,Debit Card,Weekly
878,  ,Male,Handbag,Accessories,65,Nebraska,M,Orange,Winter,4.9,Yes,Next Day Air,Yes,Yes,5,  ,Every 3 Months
879,23,Male,Sunglasses,Accessories,89,Tennessee,S,Black,Summer,4.9,Yes,Express,Yes,Yes,37,Debit Card,Weekly
880,62,Male,Skirt,Clothing,76,Wyoming,S,Lavender,Spring,4.1,Yes,Free Shipping,Yes,Yes,1,PayPal,Quarterly
881,39,Male,Backpack,Accessories,75,Nevada,L,Red,Spring,  ,Yes,Express,Yes,Yes,25,Debit Card,Monthly
882,52,Male,Sandals,Footwear,61,South Carolina,M,Silver,Summer,2.7,Yes,Next Day Air,Yes,Yes,18,  , 
883,50,Male,Boots,Footwear,35,Virginia,M,Cyan,Fall,3.8,Yes,Next Day Air,Yes,Yes,37,Cash,Every 3 Months
884,28,Male,Sneakers,Footwear,37,Pennsylvania,S,Gold,Fall,4.3,Yes,Free Shipping,Yes,Yes,30,Bank Transfer,Monthly
885,67,Male,Skirt,Clothing,91,Hawaii,L,Yellow,Winter,4.1,Yes,Express,Yes,Yes,3,Bank Transfer,Weekly
886,41,Male,Dress,Clothing,99,Ohio,L,Purple,Fall,4.4,Yes,Free Shipping,Yes,Yes,9,Debit Card,Every 3 Months
887,19,Male,Shorts,Clothing,54,Utah,S,Brown,Summer,3.6,Yes,Express,Yes,Yes,8,Bank Transfer,Monthly
888,70,Male,Handbag,Accessories,47,Minnesota,L,Turquoise,Winter,  ,Yes,  ,Yes,Yes,33,PayPal,Fortnightly
889,49,Male,Scarf,Accessories,77,New Hampshire,S,Gold,Spring,3.6,Yes,Express,Yes,Yes,    ,Cash, 
890,59,Male,Belt,Accessories,84,Arizona,S,Olive,Fall,2.8,Yes,Free Shipping,Yes,Yes,50,  ,Weekly
891,52,Male,Gloves,Accessories,  ,New York,S,Purple,Spring,4.3,Yes,  ,Yes,Yes,7,Credit Card,Monthly
892,20,Male,Skirt,Clothing,26,Pennsylvania,S,Lavender,Summer,3.9,Yes,Store Pickup,Yes,Yes,2,PayPal,Every 3 Months
893,  ,Male,Shorts,Clothing,  ,New Mexico,L,  ,Summer,2.7,Yes,Free Shipping,Yes,Yes,3,Debit Card,Monthly
894,33,Male,Backpack,Accessories,  ,Nebraska,M,Red,Spring,4.7,Yes,Express,Yes,Yes,1,  ,Monthly
895,44,Male,Hoodie,Clothing,60,Wyoming,L,Purple,Spring,3.8,Yes,Free Shipping,Yes,Yes,3,Debit Card,Quarterly
896,40,Male,Hat,Accessories,69,Mississippi,XL,Olive,Spring,4.7,Yes,Next Day Air,Yes,Yes,33,Debit Card,Quarterly
897,69,Male,Jewelry,Accessories,29,Arkansas,M,Lavender,Spring,4.7,Yes,Express,Yes,Yes,38,Cash,Fortnightly
898,29,Male,Shirt,Clothing,91,Illinois,M,  ,Spring,3.4,Yes,Express,Yes,Yes,6,  ,Weekly
899,54,Male,Belt,Accessories,70,Nevada,L,Red,Spring,3.5,Yes,  ,Yes,Yes,19,Bank Transfer,Every 3 Months
900,  ,Male,Sweater,Clothing,58,Rhode Island,M,Peach,Summer,4,Yes,Standard,Yes,Yes,20,PayPal, 
901,54,Male,Hat,Accessories,98,West Virginia,L,  ,Fall,  ,Yes,Free Shipping,Yes,Yes,2,Bank Transfer,Quarterly
902,60,Male,Scarf,Accessories,68,Missouri,L,Violet,Summer,4.7,Yes,  ,Yes,Yes,3,Cash,Monthly
903,43,Male,Hat,Accessories,44,Kentucky,M,Beige,Summer,2.8,Yes,Next Day Air,Yes,Yes,5,Cash,Monthly
904,44,Male,Jacket,  ,45,Washington,M,Blue,Winter,  ,Yes,Express,Yes,Yes,3,PayPal,Quarterly
905,69,Male,T-shirt,Clothing,99,Alaska,L,Magenta,Spring,2.9,Yes,Free Shipping,Yes,Yes,6,PayPal,Every 3 Months
906,46,Male,Dress,Clothing,68,Mississippi,S,Cyan,Spring,2.8,Yes,Standard,Yes,Yes,16,  , 
907,41,Male,Pants,Clothing,  ,South Carolina,M,Red,Spring,4.2,Yes,Standard,Yes,Yes,21,Debit Card,Bi-Weekly
908,32,Male,Sweater,Clothing,43,Missouri,L,Cyan,Winter,4.4,Yes,Express,Yes,Yes,3,Credit Card,Bi-Weekly
909,  ,Male,Sunglasses,Accessories,99,New Jersey,M,Turquoise,Winter,3.6,Yes,Free Shipping,Yes,Yes,9,PayPal,Every 3 Months
910,61,Male,Belt,Accessories,  ,Louisiana,L,Silver,Fall,2.7,Yes,Express,Yes,Yes,36,PayPal,Weekly
911,49,Male,Hoodie,Clothing,25,South Carolina,S,Pink,Spring,3.4,Yes,Express,Yes,Yes,22,Credit Card,Monthly
912,53,Male,Pants,Clothing,74,Vermont,M,Black,Winter,2.8,Yes,  ,Yes,Yes,2,Bank Transfer,Quarterly
913,24,Male,Hoodie,Clothing,  ,Arkansas,M,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,32,Bank Transfer,Monthly
914,37,Male,Sneakers,Footwear,47,Utah,M,Yellow,Fall,2.6,Yes,Next Day Air,Yes,Yes,29,Cash,Every 3 Months
915,43,Male,Dress,Clothing,67,Washington,L,Purple,Summer,4.1,Yes,Standard,Yes,Yes,27,  ,Every 3 Months
916,  ,Male,Dress,Clothing,22,Rhode Island,L,Purple,Winter,2.9,Yes,Store Pickup,Yes,Yes,33,Credit Card,Fortnightly
917,49,Male,  ,Clothing,  ,Illinois,S,Blue,Spring,2.7,Yes,Standard,Yes,Yes,16,  ,Monthly
918,69,Male,Sweater,Clothing,  ,Missouri,M,Maroon,Spring,3.7,Yes,Standard,Yes,Yes,11,Bank Transfer,Quarterly
919,  ,Male,Shorts,Clothing,42,North Carolina,M,Orange,Spring,4.3,Yes,  ,Yes,Yes,11,Cash,Fortnightly
920,41,Male,Shirt,Clothing,82,Massachusetts,L,Green,Winter,2.6,Yes,  ,Yes,Yes,17,Debit Card,Bi-Weekly
921,37,Male,Belt,Accessories,81,Arkansas,XL,Gold,Summer,4.3,Yes,Free Shipping,Yes,Yes,37,Cash,Weekly
922,70,Male,Coat,  ,24,South Dakota,L,Silver,Summer,4.1,Yes,Express,Yes,Yes,18,PayPal,Weekly
923,63,Male,Sneakers,Footwear,60,Georgia,M,Cyan,Fall,4.2,Yes,Standard,Yes,Yes,13,Credit Card,Monthly
924,  ,Male,Shirt,Clothing,24,Arkansas,M,Silver,Spring,4.2,Yes,  ,Yes,Yes,7,PayPal,Weekly
925,52,Male,Socks,Clothing,78,Kansas,XL,Beige,Winter,  ,Yes,Standard,Yes,Yes,37,Cash,Quarterly
926,22,Male,  ,Clothing,88,Arizona,L,Teal,Winter,4.9,Yes,Express,Yes,Yes,8,Cash,Monthly
927,54,Male,  ,Clothing,63,Massachusetts,XL,Green,Spring,4.4,Yes,Express,Yes,Yes,11,Cash,Bi-Weekly
928,28,Male,Sneakers,Footwear,78,New Mexico,L,Black,Summer,4.4,Yes,Standard,Yes,Yes,8,  ,Bi-Weekly
929,67,Male,Dress,Clothing,37,Arkansas,XL,Yellow,Winter,3.4,Yes,Store Pickup,Yes,Yes,31,Cash,Every 3 Months
930,59,Male,Boots,Footwear,94,Nebraska,M,  ,Fall,4.5,Yes,  ,Yes,Yes,26,Debit Card,Fortnightly
931,  ,Male,T-shirt,Clothing,78,Hawaii,L,Green,Fall,4.5,Yes,Store Pickup,Yes,Yes,20,Credit Card,Bi-Weekly
932,24,Male,Coat,  ,36,Nebraska,M,Silver,Winter,4.1,Yes,Standard,Yes,Yes,2,Bank Transfer,Fortnightly
933,62,Male,Skirt,Clothing,24,Indiana,L,Blue,Winter,3.2,Yes,Standard,Yes,Yes,5,Debit Card,Bi-Weekly
934,70,Male,Sneakers,Footwear,84,Colorado,M,Magenta,Spring,2.7,Yes,Store Pickup,Yes,Yes,33,Debit Card,Monthly
935,  ,Male,  ,Clothing,47,Oregon,S,Yellow,Spring,3.7,Yes,Express,Yes,Yes,21,Bank Transfer,Monthly
936,58,Male,Hoodie,Clothing,  ,Ohio,L,  ,Fall,2.6,Yes,Store Pickup,Yes,Yes,2,Bank Transfer,Fortnightly
937,  ,Male,Shoes,Footwear,84,  ,M,Pink,Summer,2.7,Yes,Free Shipping,Yes,Yes,28,Cash,Weekly
938,32,Male,Shorts,Clothing,24,Iowa,M,Magenta,Summer,2.7,Yes,Express,Yes,Yes,18,  ,Quarterly
939,36,Male,Blouse,Clothing,97,Wisconsin,S,Teal,Fall,4.8,Yes,Free Shipping,Yes,Yes,21,Debit Card,Fortnightly
940,25,Male,T-shirt,Clothing,89,New York,L,Indigo,Winter,4.8,Yes,Next Day Air,Yes,Yes,2,Credit Card,Monthly
941,48,Male,Belt,Accessories,44,Colorado,S,Maroon,Spring,2.6,Yes,Store Pickup,Yes,Yes,15,PayPal,Every 3 Months
942,39,Male,Handbag,Accessories,35,Illinois,L,Black,Winter,4.5,Yes,  ,Yes,Yes,38,PayPal,Every 3 Months
943,  ,Male,Dress,Clothing,91,Arizona,M,Cyan,Winter,3.2,Yes,Express,Yes,Yes,38,PayPal,Bi-Weekly
944,32,Male,Hat,Accessories,63,Oklahoma,L,Cyan,Winter,3.8,Yes,Next Day Air,Yes,Yes,13,  ,Fortnightly
945,54,Male,Belt,Accessories,97,Indiana,S,  ,Spring,4.8,Yes,Express,Yes,Yes,39,Cash,Bi-Weekly
946,38,Male,Boots,Footwear,  ,Minnesota,M,Violet,Summer,4.1,Yes,Store Pickup,Yes,Yes,8,  ,Every 3 Months
947,46,Male,Coat,  ,24,Pennsylvania,XL,Blue,Spring,2.8,Yes,Next Day Air,Yes,Yes,  ,PayPal,Quarterly
948,57,Male,Blouse,Clothing,32,Indiana,M,Charcoal,Winter,3.9,Yes,Store Pickup,Yes,Yes,6,Cash,Every 3 Months
949,49,Male,Hat,Accessories,90,  ,L,Olive,Summer,4.9,Yes,Express,Yes,Yes,11,  ,Every 3 Months
950,33,Male,  ,Clothing,36,Montana,M,Olive,Summer,3.4,Yes,Standard,Yes,Yes,9,  ,Monthly
951,54,Male,Backpack,Accessories,37,New Mexico,XL,Turquoise,Winter,4.1,Yes,Free Shipping,Yes,Yes,30,PayPal,Quarterly
952,47,Male,Dress,Clothing,  ,Alaska,M,Cyan,Summer,2.9,Yes,Express,Yes,Yes,3,Bank Transfer,Monthly
953,36,Male,Hat,Accessories,71,Idaho,S,Red,Fall,  ,Yes,  ,Yes,Yes,28,PayPal,Monthly
954,68,Male,Sunglasses,Accessories,50,Utah,S,Cyan,Spring,3.6,Yes,  ,Yes,Yes,36,  ,Quarterly
